prolific_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,recall,q1,q2,q3,q4,q5,q6,q7,q8
5de12fbfe4f42a1842172d7a,""" business trading?""","""28000""",,"""a hug""","""an auditorium""","""archeology and about augustus""","""augustus""","""thursday""",34,np,"they locked eyes as Alma walked into the lecture, they were being taught about augustus and they were whispering throughout. Charlie only wanted to invest 28000 but Alma said it is not enough so they agree on 56000 and hug. They leave the lecture last and have a task due thursday",1.0,2.6,0.2,1.0,0.4,3.0,0.0,3.0
5ecfb797dc64e1028cc510ba,""" 40 minutes""","""waiting for suitcases""","""48A""","""33A and 36F""","""The whole vacation""","""They are not compatible and Calvin is not tolerable""","""Yes he says she should have told him earlier before planning the vacation""","""Jessie wants her philosophy books back""",12,np,"Calvin and Jessie were a couple on holiday, heading to the airport to board their flight back to the States. While going through security, they were held up. After this, Jessie claimed that she wanted to break up with Calvin and that she had been thinking about it the whole time they were on holiday. Calvin agreed to break up with her. They had not booked seats together on the flight so Calvin sat in 36F, a window seat, and Jessie sat in 33A. Before they went to their seats, Jessie shook Calvin's hand and told him to have a nice flight.",1.0,0.0,2.0,2.0,0.0,2.2,0.8,3.0
562a00dac8ffc20012513fbe,""" anna has 30 minutes and david has one hour?""","""there was a malfunction with the metal detector""","""J37""","""anna sits in buisness class in 7D and I am not sure about david""","""boarding pass""","""what time is your flight leaving""","""they will meet each other when they arrive back""","""i am not sure maybe 10.30""",42,loc,David was at the airport and Anna stumbled into a luggage cart. She was dazed and they started talking to each other. They found out they had been to the same school but Anna three years earlier. There was a hold up at security because of a malfunction of the metal detector. David helped Anna to her gate J37 and they arranged to meet up when they got back. Anna boarded her flight and sat in business class in seat 7 D. She was grateful that she hadn't tied her shoe laces.,1.0,3.0,3.0,3.0,0.0,0.0,0.4,1.6
5ed9232765948647682f2a62,"""four weeks""","""they will not work long distance and she is going abroad""","""he does not want to break up because he loves her""","""Maria wants her alpaca sweater back after she left it in his dorm""","""big""","""They are in a class on philosophy, and the lecture is about Aristotle and his categories""","""Our word for category comes from Aristotle""","""The exam is next week""",14,np,"Maria and Henry are walking into a lecture hall. She is anxious, but determined to break up with him. They take their seats at the back of the hall. As the professor welcomes them and begins to lecture on Aristotle, most students take notes. But Maria whispers to Henry that she wants to break up. She doesn't think they can work long distance while she is abroad. She's sorry to do this now, but she has to catch her flight right after class. Henry says that he doesn't want to break up, that he loves her. But she is determined. The professor continues to lecture, describing Aristotle's categories. As the class ends, Henry says that he still doesn't want to break up, but that if she's determined he can't stop her. She says she is, and they prepare to go their separate ways. But as they leave the lecture hall, Maria remembers that she left her alpaca sweater in his room. She says she's sorry to have to ask this, but asks if he can bring her the sweater. He says he will.",1.0,2.0,1.2,2.0,0.2,3.0,3.0,3.0
5bc690392885710001a0bb76,""" 1 hour""","""the luggage conveyer belt was broken""","""departure gate""",""" front and back section seats 3 and 100""","""a long time before the holiday was planned""","""they are not compatable""","""yes as  the initiator is not happy with them""","""Jessie wants her philosophy books back""",12,soc,"Jessie and her partner arrive at the airport departure area, and she is thinking about telling him that she wants to split up with him,  She has been thinking about it for a while before the planned the holiday.  They had to wait in a queue at the security gate as the luggage conveyor belt was not working properly.  When they were waiting to get their luggage, Jessie got frustrated, and her partner Charlie looked at her and said 'What?'  She said I want to break up with you as I don't feel we are compatible.  Although her Charlie was hurt, he thought that if that how she felt then he agreed.  When they boarded the plane, Jessie was glad that they couldn't get seats sitting together when they booked.   As they turned to go to their seats, Charlie shook Jessie's hand and said he would return her philosophy books when he got home.",1.0,0.0,0.0,0.2,0.0,2.2,1.0,3.0
5eb83f00de449a08d23547dd,""" large""","""philosophy, and aristotles categories""","""categories were considered introduction to aristotle""","""donapostrophe ""","""2 months""","""she is going to be going away for study abroad""","""no, he thinks they can still work it out even if itapostrophe ""","""alpaca sweater""",14,soc,"Maria says she wants to break up as she is studying abroad and thinks it will be too hard.  The professor starts talking about aristotle and the categories.  He man says he doesn't want to break up that they can work it out.  She says no, but then remembers she left her alpaca sweater in his dorm room.  He says she can pick it up.",1.0,2.0,1.0,0.0,0.0,1.4,1.6,2.0
5def71cd68885201653393ab,""" for a week""","""because she is going on a study abroad""","""he does not because he loves her""","""maria wants her alpaca sweatshirt back""","""big""","""ancient studies talking about aritstoles categories""","""aristostles had 10 categories""","""the exam""",14,loc,maria wanted to break up with her boyfriend so during the lecture she told him she wants to break up as she is leaving for her study abroad after class. he says they shouldn't break up  because he loves her and he can visit her. she insisits but wants her alpaca sweatshirt back from his room so he agrees to go and get it. the class was about aristotle and there is an exam coming up. they hug goodbye and he is upset. ,1.0,2.0,1.4,1.0,3.0,1.4,3.0,3.0
5ea000d6e849b0000814e9d5,""" 10 ""","""too many metal items from a person in front of them""","""c""","""1a and 1b""","""11 months""","""3 pink""","""a box from a velvet bag""","""her best friend""",22,soc,"isabelle was on a journey with her boyfriend who had decided to propose to her after meeting with her parents for the first time. being forgetful he left the ring in it's box in his pocket as they got to customs. when he was asked to empty his pockets he remembered the ring, so decided to seize the moment and ask isabelle to marry him rather than have the proposal prematurely revealed. Isabelle said yes only after fleeing the scene as she was shy. they then boarded their flight and sat in first class seats, where a fellow passenger told them she had tweeted the whole proposal and subsequent yes in private on social media and the couple's proposal was now going viral. isabelle was embarrassed but very happy.",0.0,2.4,1.8,0.6,3.0,2.2,1.6,3.0
5ecb879410d64c70d022d544,""" Large""","""Philosiphy, catorgies""","""catagories come from greak""",,"""1 weak""","""Cant do long distance""","""No, he loves her""","""Maria wants her alpaca sweater back""",14,soc,"Maria walked into the lecture hall dreading the breakup. She sat down next to him. The professor start the lecture. Maria leaned over to him and whispered ""I want to break up, I can't do long distance"". The professor starts to talk about categories. He says ""I don't want to break up, I love you. Ill come visit. We'll make it work"". Maria says sorry. They leave the lecture at the end. Maria says ""sorry, can you get my alpaca sweater from your dorm and meat me out front, sorry"".",1.0,1.2,0.8,0.0,3.0,3.0,3.0,3.0
5e6faa06b59a32573bcde7f1,""" 22 months""","""not sure""","""in Alex wallet""","""her mother""","""glittery and sparkley""","""not sure""","""not sure""","""40 somethig dollars """,23,loc,The couple went into the store which was bright and sparkly he was very nervous with his hand in his pocket she didn't know what was wrong with him and pulled out her phone. They got into the queue at the checkout and their friends started to come over to them. He grabbed her hand and got down on one knee and asked her to marry him and after a short  time she said yes. He got the ring out of his wallet and put it on her finger and it fit perfectly. The people around them slowly realised what was happening and began to take pictures. The couples friends were also taking pictures. She showed a stranger in the queue her ring. They paid for their groceries and the checkout girl said congratulations and their bill was around  40 dollars.,0.6,0.0,0.0,0.0,0.8,0.0,3.0,3.0
5e469f9ef0d398000b1f13f2,"""sales manager""","""1500 dollars""","""orange""","""handshake""","""they stand in the entrance though I cant remember""","""cheese and crackers and sparkling water and ketchup""","""10""","""23 and a bit dollars she pays by cheque""",33,loc,"The people Bianchi and Watkins? meet in a store to discuss cheese. They talk about selling cheese for the company they work for before going over to the cheese section. Bianchi talks about here experiences from Italy and how cheese is marketed there before they talk how it coud work out in the US market. Eventually they buy some cheese along with some crackers, ketchup and spakling water and head to the checkouts. They discuss business some more before paying the $23+ bill by cheque and then agreeing a business deal on cheese, before one of them brings out a mini champagne bottle to celebrate the agreement on the deal.",0.0,3.0,2.0,2.6,1.0,3.0,2.0,0.0
5cb8d06a75c0e10001540418,""" They both work in the win trade, Jeff is the supplier to coporate functions wheras William is a buyer of wines""","""$800 for $1600 worth of wine samples over 5 crates""","""yankee vines""","""handshake""","""22 minutes""","""changing the security bin""","""b12""","""I have no idea; near the middle? """,32,np,"William and Jeff are introduced by the narrative at the airport. We quickly learn that they met last night in the toilet when Jeff was complaining about the wine available from the restaurant. They quickly realised they were both in the wine biz, with Jeff being a buyer and William a supplier to corporate events. 
We follow them through security, pausing for the change of a security bin, Jeff quickly gets down to business as time is limited, as they make there way through the security line he lowballs William with an offer of 50% reduction on 5 crates of sampler wine ($800) with the promise of making that back if any clients purchase from him. He says they made a similar offer to the competitor but he'll do better for William; quickly agreeing on $400 for $600 worth of wine. With the deal agreed they make their way to the airplane while Jeff writes a email showing off to his work colleagues about his deal",0.0,3.0,1.8,0.0,2.4,3.0,3.0,3.0
5ea5bee3fc11ed5a8a85f26b,""" big store with many asiles""","""crackers, ketchup, and sparkling water""","""10, they went to asile 6""","""23 dollars, with check""","""manager and sales agent""","""1500 dollars""","""orange fields""","""drink champagne""",33,np,Ms. Bianci was meeting with Ms. Morrison to sell her imported cheese. Ms. Morrison had an unusual way of doing business. They met at the cheese counter of the grocery store. Ms. Bianci asked Ms. Morrison to buy $1500 worth of cheese to sell; they decided to try out the cheese she brought with her. Ms. Morrison paid for it with a check. They agreed to the deal and she bought $20000 worth of cheese to minimize import tax. They celebrated with champagne.,0.0,3.0,3.0,3.0,1.5,3.0,2.0,3.0
5da250b1106ffc00109177c8,""" a few months""","""their personalities are incompatible.""","""Yes they also want to break up so they dont have to put up with each other anymore.""","""Jessie wants the philosophy books back that she lent to Calvin.""","""45 minutes""","""there is a guard change over""","""Terminal 3A""","""33A 36F""",12,soc,Jessie and Calvin are at an airport about to fly back from a holiday together. The go through security but there is a delay as the guards swap shifts.  They are then stood waiting for their bags at the conveyor belt.  Jessie decided to tell Calvin that they should split up as soon as they are both back in America.  She had been thinking about it since before the trip but the trip was booked a long time ago.  Calvin says he agrees but he is hurt.  They powerwalk to the terminal to board the plane.  On the plane they have seats in different areas.  Jessie shakes Calvin's hand and then asks him to return the philosophy books she lent him. Calvin goes to his window seat.,3.0,2.5,2.0,2.0,0.0,3.0,2.25,3.0
5e3adfc595ff562fbdd130fa,""" Like a diner with checkerboard tiles and a long bar.""","""They have silly names for the food.""","""Thomas ordered a burger with no tomatoes and Sadie ordered the rueben on the  waiters reccomendation.""",,"""2 months""","""He is considering changing careers""","""Sadie wants to stay together and suggests that they could spend less time together""","""Sadie wants her polaroid camera and beatles poster back""",11,loc,"Thomas is meeting Sadie with the intention of breaking up. He has been thinking about ending the relationship for 2 months. He chooses a restaurant decorated like a diner and when Sadie arrives, he asks for a booth in the back. After they sit down Sadie asks about Thomas' day. After a few moments of nervous picking at his hands, Thomas tells her that he thinks he needs a break to focus on his job. He's considering changing careers and feels he is under too much stress. Sadie Suggests that they stay together and spend less time with each other to help alleviate Thomas' stress. They both order a meal, Thomas a burger without tomatoes and Sadie a Reuben. Sadie begins to cry loudly. The other patrons realize what is happening and they avert their eyes. After the food arrives the waiter asks if they'll be wanting desert to which Thomas replies ""thanks, we're good"". Sadie then becomes angry and stands up brandishing half a sandwich at Thomas. She tells him not to follow her or ever contact her again and that she wants her camera and Beatles poster back. Thomas is left to wonder how things went so badly so quickly. He takes a bite of his burger which tastes dry and vaguely fishy.",2.0,1.75,3.0,0.0,3.0,2.0,3.0,3.0
55a43687fdf99b7da1908e0f,""" weeks""","""she did not want to do long distance.""","""no, they love her,""","""maria""","""large""","""anthropology""","""aristoltle""","""exam next week""",14,np,"Maria wanted to break up with the guy but this was her last chance. They got seated in the lecture hall and as the professor began to teach she leaned over and broke up with jhi. She said that she didn't want to do long distance while she was abroad and she let right after class. The guy said he did not want to break up because he loved her. She wanted to give in, but held her ground. Once class was over she realized she left her sweater in his dorm. She asked him to get it for her. ",1.0,0.25,0.5,2.0,0.75,3.0,3.0,1.0
5d6a24c4f186b3001ae5dfeb,""" a week""","""he wanted to focus on his career more""","""no she thought it was going well""","""sadie a beatles poster and something else i forget""","""black and white chequered floor""","""extensive ""","""a burger no tomatoes and a reuben""","""he thought it tasted of fish""",11,np,Thomas arrives at the restaurant to break up with his girlfriend Sadie. They both go to a booth in the restuarant and he says that he wants to focus on his career more and thinks they should break up. The waiter takes their order and when he leaves Sadie bursts into tears. She says they can work through it and not see each other as much. The food arrives and she takes her reuben and shakes it at him and demands back a poster and something else and storms out and the bell rings cheerily on the main door. Thomas takes a bite of his burger but it tastes like fish and he thinks it is off. then it ends. ,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0
59dc458f77860e000151240e,""" Maria had been thinking about breaking up for a few weeks.""","""Maria was going to be traveling abroad and did not want to be bogged down by thinking of Henry.""","""No, Henry does not want to break up because he still loves Maria.""","""Maria wants her favorite alpaca sweater back before she leaves for her trip.""","""The lecture hall is large and spacious. ""","""The students are in a philosophy class and the lecture is about categories.""","""Concepts from ancient Greeks and the history behind them.""","""They had to write a paper on the Socratic method next week.""",14,loc,"Maria and Henry were attending a university lecture and as it started, Maria whispered to Henry that she wanted to break up as she would be traveling abroad and did not want to be bogged down in thinking about him or their relationship while she was there.  Henry did not want to break up as he still loved Maria and stated that he would visit her while she is traveling.  Maria had still made up her mind and wished to break up, and apologized for doing so during class, but she has to leave for the airport shortly after the class.  Henry stated that he knew he couldn't change her mind, so he agreed, and then Maria asked that he return her favorite alpaca sweater to her before she leaves, as she has left it in his dorm.  ",1.0,1.0,0.5,0.5,0.75,1.5,3.0,3.0
5ea95301f1853405e031a30d,""" ""","""history of egypt mummification""",,"""quiz on friday""","""eraser""","""are you from La""","""8pm for a walk""","""noon""",44,soc,"A boy and girl are in a lecture of History of Egypt. The boy recognises the girl from somewhere and passes her a note that asks ""Are you from LA?"" she replies back that she isn't. They continue to pass notes during the lecture, which is on mummification, and they agree to meet up that evening at 8pm for a walk. The girl leaves the lecture (at 12pm) to get to her next class and the boy is sure that they have met before, especially after hearing her voice.",0.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0
5eb3c2e29eb7cb1a6d8054bc,"""head of purchasing and sales for an italian cheese company""","""12000""","""orange supermarket""","""handshake""","""busy with pumpkins on one side""","""crackers and fizzy water""","""10 open lane 6""","""23 dollars and cheque""",33,loc,Head of purchasing and a sales woman for an italian cheese company are in the supermarket as she is trying to sell cheese to the head of purchasing. Initally the head of purchasing is hesitant to buy the cheese but is persuaded by the sales woman to make a bigger purchase than was initally planned,1.0,2.0,3.0,3.0,1.75,1.0,2.0,0.0
5caa2d8967451a0015304067,""" no idea! ""","""Greeceslashromans""","""no idea""","""no idea""","""alma was ceo?""","""28000 offered then full 56000""","""churchill""","""hugged""",34,soc,"Chrlie was in a university investment group alma a ceo of a new startup theyre in the same class which i think was about greece or romans.

they discussed an initial 28000 investment which alma said wouldnt work shed need the full amount so would have to look to their competitors churchill so the full amount was offered. 56000

they hugged, when this happened the rest of the class had gone as the lecture had ended.",0.0,0.5,0.0,0.0,1.25,3.0,2.0,3.0
5cdad620eae6f70019d4e950,""" Alma started the company. Charlie is on a financial team.""","""25000""","""Churchill group or something""","""handshake""","""big with lots of outlets for charging""","""history""","""I cant recall. ""","""Write a paper of some kind.""",34,loc,Took place on a university campus. Charlier and Alma. Alma was starting a company and Charlie was in charge of handling an investment group. Charlie wanted to offer her half. There was also a history lecture going on.,1.0,0.0,0.0,1.0,1.75,2.0,2.0,0.0
5e8b357c8d6ecf023440f7ea,"""a phone""","""is your head ok""","""for a date""","""3 ""","""foliage, tall ceilings""","""neon with japanese text in large and small english print""","""salmon roll and drink""","""a lot""",41,loc,Girl walks in and knocks into the door. Catches the guys eyes. He likes the look of her. The restaurant is Japanese. Neon menus. They are sat at the bar with one seat between them. They are both dining alone. They initiate conversation with asking if her head is ok. They talk about spiders or something. Flirting. They order rolls. They order quickly. Food was great. The guy - 2 rolls. The girl - 1 roll and a drink. Exchange numbers and set up date. Guy has to leave at 3. He leaves $50 to cover both their bills. Girl waves bye with chopsticks and laughs.,1.25,3.0,1.0,1.0,0.0,2.25,0.0,3.0
5ec2d656c999700e29f63932,""" Large and unlike something they had seen before""","""Meat and kebabs""","""Three were open and they stepped into the third""","""$52 and Simon used his credit card""","""The frozen chicken""","""The chicken is large isnt it?""","""Saturday for a date""","""Half 4""",43,np,"The couple walked into the store and she had wanted to speak to him for some time. She engaged conversation over a frozen chicken and he remarked ""They must be brothers, what an unlucky family!"" about another frozen chicken. I think they picked out some meat and some kebabs as she was having a barbecue. I think some lanes were closed when they went to pay. He asked her out on Saturday, to which she agreed and said it sounded great. The cashier rolled her eyes at them. They then paid for their items together using his credit card. She released the time was half 4 and dashed off as she was late for her own barbecue, to which the cashier remarked ""I hope her guests aren't getting hungry!""",0.75,0.25,1.5,3.0,0.0,0.5,1.25,3.0
5c1d234d89f035000172aeb7,""" the fanciest lecture hall in all of princeton""","""chemistry, about ions""","""the distinction between elements""","""an exam next monday on the last three weeks of the semester""","""three years""","""five red jewels""","""a notebook""","""her sister""",24,loc,"The story was about two Princeton university students who were dating, during a lecture on chemistry the guy proposed, to which she said yes. The guy got the teacher on the performance.",1.0,2.0,0.5,2.75,3.0,3.0,3.0,3.0
5898b6e256357700011c2c6b,""" 2""","""1""","""red bag""","""no on""","""30 min""","""ring in pocket""","""34""","""first claww""",22,soc,"Stevn bought a ring for his girlfriend and wanted to give it to her.  He had it in his pocket when he went through the airport check point.  IT went off and so he had to take it out of the red bag and present it to her.  She was just went through the check point after digging out her computer and taking off her shoes.  He proposed but since she was so shy she did not answer him in front of all the people who were watching.  

Once they were at their gate, she said yes.  They took their seats in first class 1a and 1b and many of the passengers congratulated them, but one said that she was videoing all of it and it went viral",0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
58d9a79c33fef3000118abdf,""" It was wide with electrical outlets for the students.""","""Archaeology, the lecture was about Augustus infulence of Roman architecuture.""","""What Augustus has done for Rome.""","""It was the midterms tomorrow""","""Investor and web developer""","""52000""","""Don""","""They hugged""",34,loc,Two students met in call which was doing a lesson on Augustus. They started talking about a investment deal right away. The male student offered half of the money the female student wanted but she refused. He offered the full amount and they agreed and hugged.,1.0,3.0,0.25,1.0,1.0,0.75,0.0,3.0
58df90cecc6d9800018c5d58,""" I cant remember at all hearing anything about decoration""","""heavy and have felt""","""some meat and one of them has a martini""","""they dont like it. the meat is dry ""","""one of them owns a business, cant remember the other""","""cant remember""","""cant remember""","""a toast""",31,np,"I remember that the two men entered the restuarant and we seated by a waitress. The menus were heavy and were covered in felt. One of them wanted to buy the business from the other one but the owner said the business wouldn't suit being a big business but the guy making the offer had thought of that. They came to an agreement including the owner having the final say on the business, had their dinner which neither really liked because the meat was overcooked and dry. ",0.0,2.0,1.25,2.0,0.75,0.0,0.0,2.5
5d7fd2a5987f70001602d95b,""" 20 minutes""","""the conveyer belt""","""43""","""separate sections""","""for a while""","""she thinks they have different personalities""","""yes if he  is going to bore her""","""Jessie""",12,loc,"We learn of Jessie who is wanting to break up with her boyfriend. They are at the airport to fly back home from a trip to Jamaica together. At security, there is a hold up and they are not getting along. Jessie decides to share with her boyfriend how she wants to break up with him. He decides that this is good, if he's going to bore her. Luckily, they don't remember or forget to change their flight seats and are in different sections of the plane. As they board the plane, Jessie remembers how her boyfriend still has one of her philosophy books and brings it up. They still are not getting along and look forward to flying back in peace, separately.",0.25,0.0,0.0,0.25,0.0,2.25,3.0,1.25
5dd827c1393bd37c1adb1d47,""" 1 year""","""3 pink""","""box""","""her friend""","""1 hour 15 minutes""","""someone with metal on their person""","""c4""","""5a""",22,loc,"Two people were vacationing in Spain. At the airport, one person had an engagement ring and stupidly left it in their pocket going through security and for some reason felt that that moment was then a great time to propose to the other person. One of the characters then ran off, but later said yes to the embarrassing proposal. ",3.0,2.25,2.0,0.25,0.75,2.25,1.0,2.0
56a8bb427f2472000b9522f6,""" busy because it is nearing thanksgiving. there are also many posters by the entrance and products stacked up high""","""pumpkin puree and vinegar. they bought other things too as the total cam to 14 dollars""","""3 open and they went to one nearest the entrance""","""14 dollars. cash""","""23 months""","""white and multiple diamonds. sparkly and dazzling""","""wallet""","""mother""",23,soc,"Chris and Chloe have been dating for 23 months and went to a grocery store to buy some things. It was near to Thanksgiving and it was busy, with various promotions, posters and products piled high. Down one aisle Chloe asked her boyfriend if there was anything they needed and he just said 'get whatever you need'. Chloe thought something was up but just carried n, picking up pumpkin puree and vinegar. Chris took out his wallet where the engagemnt ring was. He was sweaty and looked at the ring which was a single band and with sparkly white diamonds. As the came to the end of there shop, they got into the queue nearest the exit and Chloe coud tell something was up but thought if he neede to say something he will in his own time. Then suddenly, Chris got down on one knee and asked her to marry him. All their friends came out of hiding and started taking pictures and then came over to hug them. Members of the public also took pictures. Chloe said yes after a slight pause, and shortly after contacted her mother. They then proceeded through the checkout paying 14 dollars by cash, before they went off to celebrate nearby.",1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0
5c730ca1f674750001df8d09,""" I dont remember, but they were certainly short on time.""","""bins were being rolled in""","""I am unsure""","""Jeff sits in business class, although i dont know the exact seat number and they never said William got onto the plane""","""Wine Product Consultant?""","""I dont know""","""Cant remember""","""Dont remember""",32,np,"Jeff and William met by coincidence one day (exact location I don't remember) where William was hoping to secure a wine production deal that he failed with another client, but luckily Jeff was also in this field too. They schedule a business meeting at short notice for the following da at the security gates before taking their flights. Whilst waiting in queue, they began to speak about their business plans. They got caught up in the queue waiting as airport staffs were wheeling in bins through the security gates. William explains how lucky he was to have met Jeff, he explained the previous client wouldn't take his offer, and so he would offer a better deal for Jeff. They both compromised and reached a deal.. Jeff rans to his boarding gate and sat onto the business class seat. He treated himself with a drink for the success of his business meal and instantly messaged his boss.",0.0,3.0,0.0,1.75,0.25,0.0,0.0,0.0
5e7009d7b3d2255e174696cd,""" it is beautiful""","""small with swirling writing""","""oysters with garlic sauce""","""very much""","""5 years""","""3 yellow""","""chocolate cake""","""dad""",21,loc,"the couple go to a restaurant to celebrate the woman's first homegrown tomatoes. However, in actual fact they have gone so the man can propose after five years of dating. She has no idea. They order food from small menus with no prices on. She goes to the bathroom before they order, when the man slips the three stone diamond ring to the waiter. They enjoyed the oysters with garlic sauce especially. He proposes when the cake is brought out, she says of course yes and then texts her dad. ",0.25,2.0,1.0,1.0,3.0,2.0,3.0,3.0
5ae5e66d3ab2fb0001ef2f3c,""" 2 hours""","""lack of bins""","""8b""","""front section""","""east coast supplier of wines, purchaser of wines""","""$800""","""yankee vines""","""hand shake""",32,loc,"Two men meet at an airport.  One man recalls how they met the night before.  They both complained about wine and foudn they worked in a similar area.  They agreed to meet at the airport at the next day.

There is a hold up at security.  After they pass security they haggle over purchasing wine.  One man proposes 5 crates for $800.  As there is no guarantee of a purchase leading from this the other man declines.  Since their competitor yankee vines also declined this offer it was agreed that they would make another offer.  They share information and one of the men boards his plane and orders a glass of wine.",3.0,2.25,2.5,0.0,1.5,3.0,3.0,3.0
5cd0ca0e657e300001945935,""" with chandeliers ""","""small  with chefs descriptions""",,"""delicious ""","""5 years""","""3 x yellow diamonds""","""a small cake""","""dad""",21,soc,"A couple who's names I can't remember go for a meal in the evening as the male partner wishes to propose after 5 years of courting.

They attend a restaurant by the coast line which is decorated with chandeliers.

The waiter acknowledges the male partner and seats them by the window.

Whilst the female partner is in the rest room the male partner gives the waiter the ring which came from his mother and had three yellow diamonds set within it.

Once the female partner returned they reviewed the small menus which included comments from the chef.

She made a comment of how over the top the meal was for someone who brought him tomatoes 5 years ago, to which he responded they were the best tomatoes he'd ever had.

They ordered oysters and whilst eating he showered her with compliments and fond memories to the point that his eyes began to tear.

After completing their mains the waiter brought over  small cake with the ring placed in the top.

The male partner got down on one knee and proposed to the female with the whole restaurant watching, this happened not long after sunset.

The female accepted his engagement offer and then insisted on texting her father.",1.0,2.0,0.0,1.0,3.0,2.0,3.0,3.0
5ebf19feee7c5b13537f1d35,""" 3 years""","""5 and white""","""ring box""","""her mom""","""bustling""","""bread""","""5 are open, they went to 3""","""14 dollars, paid in cash""",23,loc,"Since I don't remember their names, a man and woman enter a bustling grocery store to get what they needed for the week. The man is visibly nervous since he is going to propose to his girlfriend at this store. They walk up an aisle and the woman asks the man if there is anything they need to get while they are there. Looking at the ring, he said that he wasn't sure and the woman now notices how nervous he is. Out of the 5 lines they choose line 3 to checkout for their groceries. As the man is fidgeting with his wallet, to which the woman notices, he notices their friends standing by the entrance waiting for the proposal to take place. The man then pulls the ring out of his pocket, gets down on one knee, and proposes in front of everyone. The woman is clearly shocked while her friends, customers, and employees take out their phones to capture this sweet moment. After a few moments, she says yes and shoves her ring in the face of a stranger to show how glittery the ring is. She then texts a picture of the ring to her mom while her now fiance pays for the 14 dollar groceries in cash. They all then walk out of the grocery store figuring out where to go to celebrate next.",0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0
5ea9cf685ce96d13164b381a,""" suitcase""","""were you a gymnist""","""next tuesday""","""10:55 am""","""20 minutes""","""line""","""gate b""","""17""",42,np,"David met Anna in the airport while she was tying her shoe and about to get hit by a cart. He was able to move her out of the way and she became disoriented. They find out they went to the same high school, but Anna had graduated 3 years earlier. They both go through security and David takes Anna's hand and runs with her to the gate. She makes it with 5 minutes to spare. They make plans to meet each other for dinner next Tuesday. Anna gets on the plane and hugs her blanket in glee. David then goes to his gate.",0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0
5bf18310fb616800014fd2dd,""" quiet""","""pasta""","""1""","""Emmanuella paid""","""months""","""fight too much""","""Yes, they would be happier with other people""","""Liam wants his cat back""",13,np,"Emmanuela and Liam went into a grocery store, because they needed to buy some groceries for a dinner that they were hosting that night. They were fighting again, when Emmanuela spoke up and said that she wanted to break up. Liam agreed, and said that they'd be happier with other people. They agreed to pretend that they were still together for the sake of their guests at dinner. Emmanuela joked that whoever told first, would have to give up the cat. But Liam said that it was his cat.",0.0,0.75,2.0,0.0,0.5,1.25,2.75,3.0
5772908d908f1d0001c38893,""" large and old""","""chemistry""","""something about ions""","""test next week""","""dont know""","""dont know""","""dont know""","""friends""",24,np,A couple gets engaged in a lecture theatre during a chemistry lecture with a slideshow,0.5,1.0,0.5,1.75,0.0,0.0,0.0,0.0
5ebd841ddea21b08a0aa3057,""" a newspaper""","""Is your forehead okay?""","""They will meet at an Egyptian concert.""","""It was 3pm.""","""The restaurant was decorated with wood panels and was a Japanese theme.""","""The menus were in bright colors and the menu items were in Japanese with English translations.""","""James ordered a tuna roll and vegetable roll. Teresa ordered a salmon roll and a Japanese beer.""","""I""",41,np,"A man names James was in a cafe reading a newspaper. While reading, he sees a woman named Teresa who was using her phone and ends up bumping her had against the cafe door. As James glanced at Teresa from his newspaper, Teresa notices him and furrows her eyes at him. They next scene takes place of the couple going to a Japanese bar. As they sit at the bar and look through a bright menu of menu items that were in Japanese that have English translations to them, James asks Teresa if her forehead is alright. Teresa asks him if he has ever been bitten by a scorpion. He says no, and she explains that she has and something like a head bump didn't do much to her compared to the sting of a Scorpion from Egypt. James remembers of an Egyptian concert as both him and Teresa talk about their experiences relating to those topics.  James invites Teresa to the concert and she gives a smirk as he jokingly mention that it is indoors and there won't be and venomous creatures. The waitress comes back to ask the couple if they want to order. Teresa orders a salmon roll and Japanese beer, while James orders a tuna roll and vegetable roll. As they eat, James realizes it 3 pm and that he has to go. He gives Teresa her goodbyes as they both look forward to their next date to the concert.",1.25,2.75,3.0,0.0,3.0,3.0,1.75,3.0
